61266250	#
62869109	#
69103878	#
61876780	#
63797011	#
62401060	#
68257528	#
62828870	#
63431640	#
65196479	#
62170486	#
67720261	#
65857902	#
67567004	#
62202005	#
63152345	#
66513085	#
64332894	#
65329132	#
60386663	#
67397826	#
60538772	#
65698396	#
63075735	#
69985792	#
64055988	#
65198099	#
61815891	#
64224801	#
66791654	#
60599533	#
69641873	#
68729480	#
66706942	#
63466449	#
67269958	#
60621442	#
61954108	#
65731907	#
65412934	#
68633208	#
61760740	#
66460184	#
68478448	#
62375509	#
67430062	#
67365440	#
63001674	#
65665802	#
68739019	#
62082709	#
67871676	#
60990140	#
64457435	#
60612094	#
68336954	#
67144513	#
61464150	#
60282999	#
63451714	#
61578296	#
64728712	#
62963238	#
69724187	#
60929194	#
61621192	#
69664434	#
68371745	#
63958735	#
64127672	#
69116854	#
65803331	#
61937888	#
67093136	#
69771614	#
60946941	#
60989978	#
67901945	#
64493666	#
67813445	#
61823354	#
68056062	#
60812344	#
63909873	#
67627711	#
61278936	#
69430342	#
63880820	#
66904792	#
62096139	#
63661520	#
68167148	#
65637614	#
60281598	#
64021217	#
69461099	#
63874155	#
64304820	#
67050875	#
64847741	#
62604153	#
67771398	#
62500717	#
69877717	#
65842957	#
60477038	#
63151492	#
68600724	#
64130871	#
64937530	#
63092688	#
67238724	#
65900339	#
67552319	#
60899178	#
67588728	#
65230796	#
60406938	#
67443608	#
63455260	#
69243168	#
69773711	#
68976484	#
66767379	#
61406745	#
69148542	#
69205527	#
62784356	#
68043798	#
69896678	#
67494823	#
67657188	#
65483582	#
66069082	#
62887979	#
65897327	#
61920248	#
65372144	#
69516211	#
68401067	#
61683272	#
62022480	#
68888917	#
67363642	#
60111197	#
64858307	#
63299690	#
62485208	#
68303445	#
62970791	#
68102563	#
69175190	#
67344332	#
62945806	#
61938584	#
60418673	#
62891447	#
64776881	#
61754342	#
69116587	#
64264557	#
64743867	#
68887509	#
60799637	#
68560639	#
66086740	#
68474955	#
67720806	#
69258501	#
60126377	#
60890745	#
67260521	#
69540696	#
64855318	#
64941728	#
60964409	#
69180611	#
66005293	#
66313736	#
61143618	#
68300762	#
68852682	#
62018101	#
68881730	#
66929906	#
69784280	#
60365142	#
63281774	#
67464926	#
68229767	#
68659822	#
63174719	#
63525488	#
64272874	#
63001941	#
65035846	#
69242155	#
60934017	#
66407096	#
62300481	#
62999597	#
63278319	#
64079238	#
66407826	#
68265101	#
60648756	#
65079554	#
65383557	#
60796566	#
68569606	#
63501366	#
67320915	#
60369895	#
68502917	#
69448600	#
69661235	#
68762562	#
67676765	#
64944927	#
64108825	#
66343989	#
63861752	#
65427676	#
64913426	#
61884211	#
62714607	#
63520847	#
64314490	#
64564711	#
67420125	#
67212124	#
60151843	#
68806603	#
69307489	#
60970141	#
61225182	#
60886120	#
66438622	#
62508863	#
62994066	#
69846255	#
67519707	#
66175242	#
64410713	#
67367683	#
68737947	#
60463323	#
66902987	#
68011537	#
64044205	#
67182791	#
68480627	#
65063322	#
65148121	#
64908596	#
69636666	#
68527678	#
67306342	#
60991573	#
67159166	#
61736892	#
64692465	#
69203615	#
66506742	#
69152302	#
61104024	#
65090198	#
62179617	#
60002746	#
69255099	#
68185160	#
69330705	#
62448875	#
65464525	#
69488452	#
61774341	#
60206332	#
69928332	#
67177673	#
63617876	#
62187806	#
66645425	#
64226300	#
67100036	#
61576943	#
64417355	#
62469549	#
63454500	#
64288864	#
60765898	#
63594630	#
69235748	#
64373026	#
62820286	#
60328261	#
62417470	#
66047164	#
67928230	#
62210849	#
68933636	#
64955489	#
69716824	#
64392560	#
60399454	#
64144419	#
65740030	#
64566299	#
68951171	#
67448313	#
62809126	#
61995884	#
62040674	#
60043038	#
68337593	#
62927128	#
62206135	#
63866361	#
62580656	#
68535415	#
62004984	#
65099368	#
67245747	#
62886560	#
69422057	#
69982928	#
67276995	#
68438457	#
63206355	#
64832942	#
66086562	#
60025054	#
60203795	#
61875550	#
61855583	#
62967603	#
68352264	#
67537114	#
63052537	#
64493890	#
61871331	#
60928936	#
66265330	#
63359632	#
60351662	#
67180032	#
68955248	#
68176916	#
66927104	#
61964294	#
62024136	#
69150358	#
61912155	#
61072758	#
69325747	#
69556177	#
69553494	#
66305127	#
66800110	#
65884582	#
65771499	#
64367525	#
66269026	#
63725282	#
63230395	#
62444268	#
64854878	#
67822622	#
63931834	#
64297436	#
61604257	#
61727612	#
66954464	#
64445956	#
68255655	#
68294455	#
69558317	#
67778827	#
68634000	#
63646874	#
67848097	#
61959735	#
68033779	#
63040606	#
69955824	#
61902232	#
61598943	#
62352670	#
66193589	#
69643760	#
61833327	#
63498500	#
61054685	#
61276928	#
63869208	#
69543062	#
62620175	#
60172307	#
69213673	#
60955709	#
68930647	#
66067715	#
61282849	#
64700855	#
68821893	#
67316525	#
64920036	#
68080800	#
64201368	#
62142469	#
69867865	#
60833559	#
61906519	#
60944716	#
64477690	#
66216027	#
61411315	#
64280351	#
67710662	#
60007960	#
67717450	#
62313404	#
68786104	#
65062366	#
67197786	#
69061404	#
62862068	#
66768488	#
60386574	#
68820332	#
66004451	#
64798333	#
66452892	#
69718024	#
65359652	#
62525777	#
60486279	#
68775684	#
61825622	#
66766366	#
65024764	#
62336157	#
60456535	#
61793701	#
63537775	#
63401330	#
64453981	#
66086181	#
68696906	#
69324990	#
66782153	#
63631908	#
67693946	#
64367347	#
60568235	#
65585815	#
62915649	#
63028543	#
61375043	#
66967127	#
67960160	#
69227858	#
63124513	#
69347505	#
63301586	#
68291320	#
62691806	#
61787068	#
65378663	#
65386717	#
61318416	#
67853176	#
61329220	#
69724251	#
64565845	#
67368301	#
68492540	#
66916232	#
60578560	#
64651319	#
63058682	#
66328396	#
60639892	#
65028022	#
66086808	#
63131269	#
66014762	#
60622868	#
68708881	#
69139600	#
62237910	#
67661635	#
63232204	#
65407702	#
63124011	#
64661847	#
62626139	#
60153239	#
61073504	#
63279823	#
62676633	#
69706972	#
61926913	#
66470506	#
69024085	#
61235810	#
61609749	#
69898857	#
69490193	#
66620532	#
64848430	#
63622510	#
67346714	#
60513032	#
62607587	#
63143652	#
65716467	#
67638519	#
63517694	#
67008933	#
64164507	#
63427414	#
61558297	#
69550690	#
61005065	#
67509104	#
63791631	#
66638701	#
69548668	#
65291272	#
67351394	#
66804443	#
67524202	#
67713231	#
67323808	#
63446165	#
65014058	#
66725120	#
68262525	#
68708664	#
60596010	#
69456091	#
67111171	#
67399275	#
68576006	#
68712285	#
60881995	#
67339449	#
62398493	#
68928322	#
62043268	#
64257445	#
62138435	#
68320252	#
62674422	#
67794532	#
64661021	#
65481357	#
69273791	#
63056731	#
66603383	#
69354407	#
69235513	#
67353961	#
61473085	#
68810441	#
67728742	#
60208251	#
66363543	#
65670322	#
62194918	#
63278098	#
